1513	b-Q	4.18	0	-24.2	-14.85	-24.75	37.8972	28.393	b-Q	4.18	0	-19.8	-12.15	-20.25	31.0998	23.2306
1514	b-Q	4.18	0	-3.3	-11.55	-20.46	24.091	12.0122	b-Q	4.18	0	-6.7	-23.45	-41.54	48.3512	24.3884
1515	b-Q	4.18	0	-67.62	-64.86	-13.8	94.8008	93.6978	b-Q	4.18	0	-30.38	-29.14	-6.2	42.7551	42.0961
1516	b-Q	4.18	0	-2.64	7.59	-15.84	18.2471	8.03603	b-Q	4.18	0	-5.36	15.41	-32.16	36.3034	16.3156
1517	b-Q	4.18	0	20.46	19.8	-29.37	41.1184	28.4719	b-Q	4.18	0	41.54	40.2	-59.63	83.1554	57.8067
1518	b-Q	4.18	0	32.34	41.58	33.18	62.3952	52.6761	b-Q	4.18	0	44.66	57.42	45.82	86.0727	72.7432
1519	b-Q	4.18	0	51.84	-13.5	8.64	54.422	53.569	b-Q	4.18	0	44.16	-11.5	7.36	46.4112	45.6328
1520	W+	91.2	1	11.88	-17.16	14.08	94.6112	20.871	W-	91.2	1	15.12	-21.84	17.92	96.6652	26.5631
1521	W+	91.2	1	-46.36	1.22	-53.07	115.259	46.376	W-	91.2	1	-29.64	0.78	-33.93	101.724	29.6503
1522	b-Q	4.18	0	8.46	-34.31	-21.15	41.395	35.3376	b-Q	4.18	0	9.54	-38.69	-23.85	46.6286	39.8488
1523	b-Q	4.18	0	16	-27	-44	54.2077	31.3847	b-Q	4.18	0	16	-27	-44	54.2077	31.3847
1524	b-Q	4.18	0	0	22.36	-45.76	51.1021	22.36	b-Q	4.18	0	0	20.64	-42.24	47.1985	20.64
1525	b-Q	4.18	0	32.34	17.64	31.85	48.8768	36.8381	b-Q	4.18	0	33.66	18.36	33.15	50.8574	38.3417
1526	b-Q	4.18	0	45.39	-2.55	12.75	47.4003	45.4616	b-Q	4.18	0	43.61	-2.45	12.25	45.5562	43.6788
1527	Tau+	1.776	0	-34.32	0	-45.54	57.0518	34.32	Tau-	1.776	0	-17.68	0	-23.46	29.4297	17.68
1528	W+	91.2	1	-6	-29.6	26	99.5269	30.202	W-	91.2	1	-9	-44.4	39	109.045	45.303
1529	b-Q	4.18	0	-34.16	-16.24	3.36	38.2022	37.8238	b-Q	4.18	0	-26.84	-12.76	2.64	30.1272	29.7187
1530	b-Q	4.18	0	29.68	41.44	-47.04	69.4868	50.9723	b-Q	4.18	0	23.32	32.56	-36.96	54.6579	40.0497
1531	b-Q	4.18	0	-28.8	14.4	-32.76	46.1247	32.1994	b-Q	4.18	0	-51.2	25.6	-58.24	81.769	57.2433
1532	b-Q	4.18	0	-39	-27.5	3	47.9971	47.7205	b-Q	4.18	0	-39	-27.5	3	47.9971	47.7205
1533	b-Q	4.18	0	8.68	59.52	-16.74	62.5753	60.1496	b-Q	4.18	0	5.32	36.48	-10.26	38.4946	36.8659
1534	b-Q	4.18	0	-12.06	34.17	62.31	72.2014	36.2358	b-Q	4.18	0	-5.94	16.83	30.69	35.7475	17.8475
1535	b-Q	4.18	0	-35.72	-20.9	-9.5	42.6667	41.3851	b-Q	4.18	0	-58.28	-34.1	-15.5	69.4053	67.5231
1536	b-Q	4.18	0	-42.24	-15.18	21.78	50.0649	44.8849	b-Q	4.18	0	-21.76	-7.82	11.22	26.0386	23.1225
1537	b-Q	4.18	0	29.7	-49.14	-15.12	59.5224	57.418	b-Q	4.18	0	25.3	-41.86	-12.88	50.7515	48.9117
1538	b-Q	4.18	0	11.02	15.58	-36.48	41.3816	19.0834	b-Q	4.18	0	17.98	25.42	-59.52	67.302	31.1361
1539	b-Q	4.18	0	-35	-42	-19.5	58.1956	54.6717	b-Q	4.18	0	-35	-42	-19.5	58.1956	54.6717
1540	b-Q	4.18	0	-48.72	-35.28	-33.6	69.0272	60.1524	b-Q	4.18	0	-38.28	-27.72	-26.4	54.2972	47.2626
1541	b-Q	4.18	0	-24.38	-15.18	-31.28	42.67	28.7196	b-Q	4.18	0	-28.62	-17.82	-36.72	50.0249	33.7143
1542	b-Q	4.18	0	25.2	-3.92	29.68	39.3546	25.5031	b-Q	4.18	0	19.8	-3.08	23.32	31.0294	20.0381
1543	b-Q	4.18	0	-8.97	23.79	33.54	42.2946	25.4249	b-Q	4.18	0	-14.03	37.21	52.46	65.9617	39.7671
1544	b-Q	4.18	0	-11.52	-3.96	-32.76	35.2006	12.1816	b-Q	4.18	0	-20.48	-7.04	-58.24	62.2765	21.6562
1545	b-Q	4.18	0	-14.72	-58.88	39.04	72.285	60.6921	b-Q	4.18	0	-8.28	-33.12	21.96	40.8069	34.1393
1546	b-Q	4.18	0	14.75	38.35	-37.17	55.5641	41.0887	b-Q	4.18	0	10.25	26.65	-25.83	38.7291	28.5532
1547	b-Q	4.18	0	-43.35	-31.62	-32.64	62.9435	53.6568	b-Q	4.18	0	-41.65	-30.38	-31.36	60.4863	51.5526
1548	b-Q	4.18	0	-48.88	16.12	-30.16	59.8014	51.4695	b-Q	4.18	0	-45.12	14.88	-27.84	55.2247	47.5103
1549	b-Q	4.18	0	-66.93	5.52	-13.11	68.5525	67.1572	b-Q	4.18	0	-30.07	2.48	-5.89	31.0245	30.1721
1550	b-Q	4.18	0	6.15	37.72	-5.74	38.8721	38.2181	b-Q	4.18	0	8.85	54.28	-8.26	55.7704	54.9967
1551	b-Q	4.18	0	34.2	-27.6	45.6	63.4684	43.9477	b-Q	4.18	0	22.8	-18.4	30.4	42.4268	29.2985
1552	b-Q	4.18	0	-22.55	1.65	-33.55	40.6731	22.6103	b-Q	4.18	0	-18.45	1.35	-27.45	33.3647	18.4993
1553	Tau+	1.776	0	-29	43.5	44	68.355	52.2805	Tau-	1.776	0	-29	43.5	44	68.355	52.2805
1554	b-Q	4.18	0	-1.98	-1.32	-13.2	14.049	2.37966	b-Q	4.18	0	-4.02	-2.68	-26.8	27.551	4.83144
1555	b-Q	4.18	0	48.64	-59.52	62.72	99.2963	76.8666	b-Q	4.18	0	27.36	-33.48	35.28	55.961	43.2375
1556	b-Q	4.18	0	37.92	-2.88	-45.12	59.1566	38.0292	b-Q	4.18	0	41.08	-3.12	-48.88	64.0627	41.1983
1557	b-Q	4.18	0	21.42	61.11	37.8	75.097	64.7553	b-Q	4.18	0	12.58	35.89	22.2	44.2342	38.0309
1558	b-Q	4.18	0	46.55	48.51	34.79	75.8152	67.2319	b-Q	4.18	0	48.45	50.49	36.21	78.9004	69.976
1559	b-Q	4.18	0	-52.48	30.08	39.04	72.1148	60.4893	b-Q	4.18	0	-29.52	16.92	21.96	40.7116	34.0252
1560	b-Q	4.18	0	-17.08	56.12	48.8	76.4205	58.6616	b-Q	4.18	0	-10.92	35.88	31.2	48.9646	37.5049
1561	b-Q	4.18	0	45.14	-43.31	-25.62	67.7291	62.557	b-Q	4.18	0	28.86	-27.69	-16.38	43.4213	39.9954
1562	b-Q	4.18	0	-13.6	-8.8	-6.4	17.9118	16.1988	b-Q	4.18	0	-20.4	-13.2	-9.6	26.4581	24.2981
1563	Tau+	1.776	0	-5.4	-10.26	-7.56	13.9548	11.5943	Tau-	1.776	0	-4.6	-8.74	-6.44	11.9237	9.87662
1564	b-Q	4.18	0	-46.23	57.62	-6.03	74.2369	73.8734	b-Q	4.18	0	-22.77	28.38	-2.97	36.7449	36.3854
1565	b-Q	4.18	0	-43.66	-15.93	24.19	52.5603	46.4754	b-Q	4.18	0	-30.34	-11.07	16.81	36.6485	32.2964
1566	b-Q	4.18	0	14.04	21.6	32.4	41.6043	25.762	b-Q	4.18	0	24.96	38.4	57.6	73.7075	45.7991
1567	b-Q	4.18	0	44.55	23.4	40.95	65.0126	50.3216	b-Q	4.18	0	54.45	28.6	50.05	79.4055	61.5042
1568	b-Q	4.18	0	-13.11	-35.19	21.39	43.419	37.5527	b-Q	4.18	0	-5.89	-15.81	9.61	19.8613	16.8715
1569	b-Q	4.18	0	-30.5	-34	-31.5	55.6415	45.6755	b-Q	4.18	0	-30.5	-34	-31.5	55.6415	45.6755
1570	b-Q	4.18	0	27.6	-29.67	42.09	58.5757	40.5224	b-Q	4.18	0	12.4	-13.33	18.91	26.5802	18.2057
1571	b-Q	4.18	0	2.64	-42.9	-0.66	43.189	42.9812	b-Q	4.18	0	1.36	-22.1	-0.34	22.5355	22.1418
1572	Tau+	1.776	0	7.92	34.56	5.4	35.9087	35.4559	Tau-	1.776	0	14.08	61.44	9.6	63.7843	63.0327
1573	b-Q	4.18	0	7.56	8.4	-36.12	38.0768	11.301	b-Q	4.18	0	10.44	11.6	-49.88	52.4313	15.6062
1574	b-Q	4.18	0	-22.09	22.56	14.57	35.024	31.5741	b-Q	4.18	0	-24.91	25.44	16.43	39.435	35.6048
1575	b-Q	4.18	0	-0.57	48.45	-34.77	59.7842	48.4534	b-Q	4.18	0	-0.43	36.55	-26.23	45.1838	36.5525
1576	b-Q	4.18	0	44.46	-11.4	45.6	64.8343	45.8983	b-Q	4.18	0	33.54	-8.6	34.4	48.987	34.625
1577	b-Q	4.18	0	-3.05	-3.66	-41.48	41.9614	4.76425	b-Q	4.18	0	-1.95	-2.34	-26.52	27.0196	3.046
1578	W+	91.2	1	-27.9	-9.45	-31.05	100.744	29.457	W-	91.2	1	-34.1	-11.55	-37.95	105.137	36.003
1579	b-Q	4.18	0	32.3	-32.64	-16.66	49.0274	45.9201	b-Q	4.18	0	62.7	-63.36	-32.34	94.9164	89.1391
1580	b-Q	4.18	0	51.7	47.85	-44.55	83.4547	70.4451	b-Q	4.18	0	42.3	39.15	-36.45	68.3234	57.6369
1581	Tau+	1.776	0	39.75	-14.31	6.36	42.7603	42.2474	Tau-	1.776	0	35.25	-12.69	5.64	37.9284	37.4646
1582	b-Q	4.18	0	-25.85	38.07	-17.39	49.3704	46.0168	b-Q	4.18	0	-29.15	42.93	-19.61	55.6303	51.8913
1583	W+	91.2	1	39.01	41.83	-7.05	107.883	57.1973	W-	91.2	1	43.99	47.17	-7.95	111.986	64.4991
1584	W+	91.2	1	-26.24	43.52	2.56	104.434	50.8186	W-	91.2	1	-14.76	24.48	1.44	95.5858	28.5855
1585	b-Q	4.18	0	62.56	-2.72	-28.56	68.9514	62.6191	b-Q	4.18	0	29.44	-1.28	-13.44	32.6567	29.4678
1586	b-Q	4.18	0	-34.16	-43.92	23.18	60.4207	55.6406	b-Q	4.18	0	-21.84	-28.08	14.82	38.7631	35.5735
1587	W+	91.2	1	-21.24	11.52	0.36	94.3473	24.1629	W-	91.2	1	-37.76	20.48	0.64	100.812	42.9563
1588	b-Q	4.18	0	-56.96	-53.76	-32	84.7116	78.3236	b-Q	4.18	0	-32.04	-30.24	-18	47.7754	44.057
1589	b-Q	4.18	0	-26.52	35.36	-21.76	49.443	44.2	b-Q	4.18	0	-12.48	16.64	-10.24	23.5578	20.8
1590	b-Q	4.18	0	-29.92	-27.2	26.86	48.7235	40.4357	b-Q	4.18	0	-58.08	-52.8	52.14	94.3249	78.4928
1591	b-Q	4.18	0	4.8	1.8	-14.4	15.8465	5.1264	b-Q	4.18	0	3.2	1.2	-9.6	11.0142	3.4176
1592	Tau+	1.776	0	49.84	-32.48	-31.36	67.2724	59.4893	Tau-	1.776	0	39.16	-25.52	-24.64	52.8683	46.7416
1593	b-Q	4.18	0	18.13	9.25	29.6	36.1648	20.3534	b-Q	4.18	0	30.87	15.75	50.4	61.3078	34.6557
1594	b-Q	4.18	0	-68	-35.36	19.04	79.0843	76.6442	b-Q	4.18	0	-32	-16.64	8.96	37.3984	36.0678
1595	b-Q	4.18	0	-30.5	-45.14	-25.01	60.0903	54.4782	b-Q	4.18	0	-19.5	-28.86	-15.99	38.5526	34.8303
1596	W+	91.2	1	9.88	-2.08	-5.72	91.9353	10.0966	W-	91.2	1	9.12	-1.92	-5.28	91.8269	9.31991
1597	b-Q	4.18	0	33.54	-5.85	-21.45	40.4565	34.0464	b-Q	4.18	0	52.46	-9.15	-33.55	63.0781	53.252
1598	b-Q	4.18	0	38	31.6	-21.2	53.9395	49.4223	b-Q	4.18	0	57	47.4	-31.8	80.7742	74.1334
1599	W+	91.2	1	-32	0	26.88	100.319	32	W-	91.2	1	-68	0	57.12	127.295	68
1600	b-Q	4.18	0	1.38	-11.04	-10.35	15.7601	11.1259	b-Q	4.18	0	0.62	-4.96	-4.65	8.00505	4.9986
1601	b-Q	4.18	0	-6.3	-21.35	33.25	40.2312	22.2601	b-Q	4.18	0	-11.7	-39.65	61.75	74.4281	41.3402
1602	b-Q	4.18	0	12.48	10.08	14.88	22.2765	16.0423	b-Q	4.18	0	13.52	10.92	16.12	24.07	17.3792
1603	W+	91.2	1	21.6	36	-9.6	100.857	41.9829	W-	91.2	1	23.4	39	-10.4	102.441	45.4814
1604	b-Q	4.18	0	0.42	0.84	-32.76	33.0389	0.939149	b-Q	4.18	0	0.58	1.16	-45.24	45.4512	1.29692
1605	W+	91.2	1	-11	43.5	-43	110.362	44.8693	W-	91.2	1	-11	43.5	-43	110.362	44.8693
1606	b-Q	4.18	0	31.68	19.14	-53.46	65.1568	37.013	b-Q	4.18	0	16.32	9.86	-27.54	33.7563	19.0673
1607	b-Q	4.18	0	1.71	31.92	-4.56	32.5588	31.9658	b-Q	4.18	0	1.29	24.08	-3.44	24.7147	24.1145
1608	b-Q	4.18	0	-27.03	-27.03	-21.73	44.1691	38.2262	b-Q	4.18	0	-23.97	-23.97	-19.27	39.2164	33.8987
1609	b-Q	4.18	0	34.92	17.64	17.28	42.9726	39.1226	b-Q	4.18	0	62.08	31.36	30.72	76.1483	69.5512
1610	b-Q	4.18	0	5.32	14.44	29.26	33.3232	15.3888	b-Q	4.18	0	8.68	23.56	47.74	54.1017	25.1081
1611	b-Q	4.18	0	-18.45	37.35	-36	55.2168	41.6584	b-Q	4.18	0	-22.55	45.65	-44	67.4233	50.9159
1612	b-Q	4.18	0	-30.72	17.28	45.44	57.6592	35.2465	b-Q	4.18	0	-17.28	9.72	25.56	32.6169	19.8262
1613	b-Q	4.18	0	33.12	-5.98	5.98	34.4373	33.6555	b-Q	4.18	0	38.88	-7.02	7.02	40.3446	39.5087
1614	W+	91.2	1	-34.44	20.09	-20.09	101.542	39.8713	W-	91.2	1	-49.56	28.91	-28.91	111.558	57.3758
1615	W+	91.2	1	51.33	7.67	46.61	114.82	51.8999	W-	91.2	1	35.67	5.33	32.39	103.283	36.066
1616	b-Q	4.18	0	6.24	-16.32	-0.48	17.9717	17.4723	b-Q	4.18	0	6.76	-17.68	-0.52	19.3913	18.9283
1617	b-Q	4.18	0	-2.97	1.65	11.55	12.7443	3.39756	b-Q	4.18	0	-6.03	3.35	23.45	24.7984	6.89807
1618	b-Q	4.18	0	26.28	28.8	-22.68	45.2983	38.9882	b-Q	4.18	0	46.72	51.2	-40.32	80.2955	69.3123
1619	b-Q	4.18	0	-27.36	26.22	19	42.5973	37.8954	b-Q	4.18	0	-44.64	42.78	31	69.2916	61.8293
1620	b-Q	4.18	0	30.02	11.02	24.7	40.6227	31.9788	b-Q	4.18	0	48.98	17.98	40.3	66.0597	52.1759
1621	Tau+	1.776	0	13.92	-46.4	-24.94	54.515	48.443	Tau-	1.776	0	10.08	-33.6	-18.06	39.4954	35.0794
1622	Tau+	1.776	0	17.86	2.66	17.1	24.9323	18.057	Tau-	1.776	0	29.14	4.34	27.9	40.6145	29.4614
1623	b-Q	4.18	0	19.84	-14.72	-19.2	31.5661	24.7043	b-Q	4.18	0	11.16	-8.28	-10.8	18.0891	13.8962
1624	b-Q	4.18	0	0	-49.92	-4.16	50.2671	49.92	b-Q	4.18	0	0	-46.08	-3.84	46.4283	46.08
1625	b-Q	4.18	0	-21.2	-32.86	17.49	43.0417	39.1052	b-Q	4.18	0	-18.8	-29.14	15.51	38.218	34.6782
1626	b-Q	4.18	0	-61.74	57.33	27.72	88.7943	84.2529	b-Q	4.18	0	-36.26	33.67	16.28	52.2587	49.4819
1627	W+	91.2	1	-56.43	46.74	37.05	122.716	73.2733	W-	91.2	1	-42.57	35.26	27.95	110.246	55.2763
1628	W+	91.2	1	-21.44	19.84	-3.84	95.8409	29.2113	W-	91.2	1	-45.56	42.16	-8.16	110.622	62.074
1629	W+	91.2	1	-60.72	17.82	-10.56	111.505	63.2809	W-	91.2	1	-31.28	9.18	-5.44	97.0038	32.5992
1630	b-Q	4.18	0	3.06	3.06	14.96	16.1246	4.32749	b-Q	4.18	0	5.94	5.94	29.04	30.5182	8.40043
1631	b-Q	4.18	0	-24.6	46.2	30	60.4737	52.3412	b-Q	4.18	0	-16.4	30.8	20	40.436	34.8941
1632	b-Q	4.18	0	7.95	-40.28	-31.27	51.778	41.057	b-Q	4.18	0	7.05	-35.72	-27.73	45.957	36.4091
1633	b-Q	4.18	0	-51.35	-6.5	-40.95	66.132	51.7598	b-Q	4.18	0	-27.65	-3.5	-22.05	35.7833	27.8706
1634	b-Q	4.18	0	-1.36	17	-17	24.4402	17.0543	b-Q	4.18	0	-0.64	8	-8	12.0782	8.02556
1635	b-Q	4.18	0	54.9	-4.27	33.55	64.6167	55.0658	b-Q	4.18	0	35.1	-2.73	21.45	41.4372	35.206
1636	b-Q	4.18	0	51.66	45.36	-39.69	79.4925	68.748	b-Q	4.18	0	30.34	26.64	-23.31	46.8085	40.3758
1637	b-Q	4.18	0	-33.62	-20.09	6.56	39.9302	39.1652	b-Q	4.18	0	-48.38	-28.91	9.44	57.2975	56.3597
1638	b-Q	4.18	0	2.6	37.44	5.2	38.1186	37.5302	b-Q	4.18	0	2.4	34.56	4.8	35.2231	34.6432
1639	W+	91.2	1	6	20.4	-49.8	106.064	21.2641	W-	91.2	1	4	13.6	-33.2	98.0849	14.176
1640	b-Q	4.18	0	-26.88	-46.56	38.4	66.1997	53.7621	b-Q	4.18	0	-29.12	-50.44	41.6	71.6952	58.2423
1641	b-Q	4.18	0	-6.37	42.63	9.31	44.2949	43.1033	b-Q	4.18	0	-6.63	44.37	9.69	46.0871	44.8626
1642	b-Q	4.18	0	0.31	4.96	-4.34	7.81061	4.96968	b-Q	4.18	0	0.69	11.04	-9.66	15.2691	11.0615
1643	Z+	91.186	1	-15.05	-7	34.65	98.9495	16.5983	Z-	91.186	1	-27.95	-13	64.35	115.784	30.8254
1644	b-Q	4.18	0	-28.5	18	22.5	40.7428	33.7083	b-Q	4.18	0	-28.5	18	22.5	40.7428	33.7083
1645	W+	91.2	1	-23.94	13.86	22.68	97.9645	27.6627	W-	91.2	1	-14.06	8.14	13.32	93.5885	16.2463
1646	b-Q	4.18	0	7.44	3.72	44.64	45.6004	8.31817	b-Q	4.18	0	4.56	2.28	27.36	28.1431	5.09823
1647	b-Q	4.18	0	-24	-47.04	46.56	70.5271	52.8087	b-Q	4.18	0	-26	-50.96	50.44	76.3845	57.2095
1648	b-Q	4.18	0	-33.66	-29.92	-0.68	45.2342	45.0356	b-Q	4.18	0	-65.34	-58.08	-1.32	87.5318	87.422
1649	b-Q	4.18	0	47.3	40.15	23.65	66.529	62.0428	b-Q	4.18	0	38.7	32.85	19.35	54.4858	50.7623
1650	b-Q	4.18	0	-54.45	21.45	49.5	76.7635	58.5227	b-Q	4.18	0	-44.55	17.55	40.5	62.8524	47.8822
1651	b-Q	4.18	0	0.78	-7.02	30.81	31.8844	7.0632	b-Q	4.18	0	1.22	-10.98	48.19	49.6165	11.0476
1652	b-Q	4.18	0	2	33	0.5	33.3275	33.0606	b-Q	4.18	0	2	33	0.5	33.3275	33.0606
1653	b-Q	4.18	0	33.66	21.42	15.3	42.9345	39.8975	b-Q	4.18	0	65.34	41.58	29.7	83.0528	77.4481
1654	b-Q	4.18	0	38.43	38.43	42.84	69.3287	54.3482	b-Q	4.18	0	22.57	22.57	25.16	40.8572	31.9188
1655	Tau+	1.776	0	4.9	32.55	-12.25	35.1672	32.9168	Tau-	1.776	0	9.1	60.45	-22.75	65.2513	61.1311
1656	b-Q	4.18	0	-28.32	-42.24	43.2	66.8577	50.8551	b-Q	4.18	0	-30.68	-45.76	46.8	72.4082	55.093
1657	b-Q	4.18	0	29.7	-17.28	29.7	45.6098	34.3611	b-Q	4.18	0	25.3	-14.72	25.3	38.9144	29.2706
1658	Tau+	1.776	0	27.95	43.55	18.2	54.8835	51.7475	Tau-	1.776	0	15.05	23.45	9.8	29.5905	27.864
1659	b-Q	4.18	0	38.44	11.78	48.36	63.0283	40.2045	b-Q	4.18	0	23.56	7.22	29.64	38.7712	24.6415
1660	Tau+	1.776	0	-48.06	-31.32	-1.08	57.4023	57.3647	Tau-	1.776	0	-40.94	-26.68	-0.92	48.9071	48.8662
1661	b-Q	4.18	0	-27	-9.45	44.1	52.7313	28.606	b-Q	4.18	0	-33	-11.55	53.9	64.3823	34.9629
1662	b-Q	4.18	0	64.35	24.05	-22.75	72.487	68.6973	b-Q	4.18	0	34.65	12.95	-12.25	39.19	36.9909
1663	b-Q	4.18	0	23.76	-26.4	-26.4	44.4514	35.5176	b-Q	4.18	0	12.24	-13.6	-13.6	23.1778	18.2969
1664	b-Q	4.18	0	7.14	1.02	12.58	15.0913	7.21249	b-Q	4.18	0	13.86	1.98	24.42	28.4575	14.0007
1665	b-Q	4.18	0	2.17	-9.92	24.8	27.1225	10.1546	b-Q	4.18	0	4.83	-22.08	55.2	59.7944	22.6021
1666	b-Q	4.18	0	18.49	36.98	-8.17	42.3512	41.3449	b-Q	4.18	0	24.51	49.02	-10.83	56.022	54.806
1667	b-Q	4.18	0	20.5	-31.57	17.22	41.6043	37.6419	b-Q	4.18	0	29.5	-45.43	24.78	59.7131	54.1677
1668	b-Q	4.18	0	-31.2	-57.6	17.4	67.9075	65.5073	b-Q	4.18	0	-20.8	-38.4	11.6	45.3788	43.6715
1669	W+	91.2	1	-45.58	32.33	49.29	117.77	55.8817	W-	91.2	1	-40.42	28.67	43.71	112.622	49.5555
1670	W+	91.2	1	9.24	-5.94	-2.64	91.8971	10.9846	W-	91.2	1	4.76	-3.06	-1.36	91.3855	5.65873
1671	b-Q	4.18	0	54.9	-26.84	4.27	61.4011	61.1097	b-Q	4.18	0	35.1	-17.16	2.73	39.3878	39.0701
1672	b-Q	4.18	0	-36.48	-0.57	-13.11	38.9931	36.4845	b-Q	4.18	0	-27.52	-0.43	-9.89	29.5435	27.5234
1673	W+	91.2	1	-6.29	14.43	-19.24	94.5273	15.7413	W-	91.2	1	-10.71	24.57	-32.76	100.544	26.8028
1674	b-Q	4.18	0	-18.5	-28.49	18.5	38.9057	33.9695	b-Q	4.18	0	-31.5	-48.51	31.5	65.9939	57.84
1675	b-Q	4.18	0	58.59	-60.48	3.78	84.3942	84.2058	b-Q	4.18	0	34.41	-35.52	2.22	49.6802	49.4542
1676	b-Q	4.18	0	7.03	-24.79	28.12	38.3689	25.7675	b-Q	4.18	0	11.97	-42.21	47.88	65.0764	43.8744
1677	Tau+	1.776	0	-13.33	25.37	-2.58	28.8294	28.6588	Tau-	1.776	0	-17.67	33.63	-3.42	38.1845	37.9895
1678	W+	91.2	1	-47.79	40.12	38.94	117.163	62.3979	W-	91.2	1	-33.21	27.88	27.06	104.546	43.3613
1679	b-Q	4.18	0	48.96	4.08	-22.44	54.1734	49.1297	b-Q	4.18	0	23.04	1.92	-10.56	25.7588	23.1199
1680	b-Q	4.18	0	35.4	-19.47	-10.03	41.8368	40.401	b-Q	4.18	0	24.6	-13.53	-6.97	29.228	28.0753
1681	b-Q	4.18	0	59.16	25.16	-56.44	85.6497	64.2879	b-Q	4.18	0	27.84	11.84	-26.56	40.4742	30.2531
1682	W+	91.2	1	43.68	-33.12	-17.76	107.878	54.8168	W-	91.2	1	47.32	-35.88	-19.24	110.518	59.3848
1683	b-Q	4.18	0	43.86	42.33	10.71	62.0299	60.9551	b-Q	4.18	0	42.14	40.67	10.29	59.6086	58.5647
1684	Tau+	1.776	0	34.86	38.64	9.66	52.9598	52.041	Tau-	1.776	0	48.14	53.36	13.34	73.1154	71.8662
1685	b-Q	4.18	0	-30.24	39.76	44.24	66.8578	49.9531	b-Q	4.18	0	-23.76	31.24	34.76	52.5947	39.2489
1686	Z+	91.186	1	34.56	45.44	17.92	109.065	57.0893	Z-	91.186	1	19.44	25.56	10.08	97.1994	32.1127
1687	b-Q	4.18	0	34.5	-45.08	6.9	57.3371	56.7667	b-Q	4.18	0	40.5	-52.92	8.1	67.2596	66.6392
1688	b-Q	4.18	0	-30.38	-18.62	-24.01	43.1694	35.6321	b-Q	4.18	0	-31.62	-19.38	-24.99	44.9153	37.0865
1689	b-Q	4.18	0	54.81	46.62	-33.39	79.435	71.9553	b-Q	4.18	0	32.19	27.38	-19.61	46.7748	42.2594
1690	b-Q	4.18	0	0.74	4.07	24.05	24.7586	4.13673	b-Q	4.18	0	1.26	6.93	40.95	41.7611	7.04361
1691	b-Q	4.18	0	-42.3	-10.81	37.13	57.4653	43.6594	b-Q	4.18	0	-47.7	-12.19	41.87	64.7646	49.233
1692	b-Q	4.18	0	-9.24	-58.08	41.58	72.1459	58.8104	b-Q	4.18	0	-4.76	-29.92	21.42	37.3384	30.2963
1693	b-Q	4.18	0	-7.48	24.48	4.08	26.2553	25.5973	b-Q	4.18	0	-14.52	47.52	7.92	50.4894	49.6888
1694	Z+	91.186	1	5.1	-17.68	-22.1	95.6132	18.4009	Z-	91.186	1	9.9	-34.32	-42.9	106.917	35.7194
1695	W+	91.2	1	-38.28	-8.36	-1.32	99.2695	39.1822	W-	91.2	1	-48.72	-10.64	-1.68	103.957	49.8683
1696	b-Q	4.18	0	-37.84	39.6	36.08	65.7211	54.7725	b-Q	4.18	0	-48.16	50.4	45.92	83.5803	69.7104
1697	b-Q	4.18	0	-35.89	-31.45	15.91	50.4757	47.72	b-Q	4.18	0	-61.11	-53.55	27.09	85.7518	81.2529
1698	W+	91.2	1	-34.78	29.14	-44.18	111.032	45.3739	W-	91.2	1	-39.22	32.86	-49.82	115.834	51.1663
1699	b-Q	4.18	0	24.8	25.11	-5.58	35.9744	35.2924	b-Q	4.18	0	55.2	55.89	-12.42	79.6396	78.554
1700	Z+	91.186	1	-21.2	31.27	24.38	101.669	37.779	Z-	91.186	1	-18.8	27.73	21.62	99.5224	33.5021
1701	W+	91.2	1	10.71	-38.76	-25.5	102.882	40.2125	W-	91.2	1	10.29	-37.24	-24.5	102.031	38.6355
1702	b-Q	4.18	0	28.8	-37.35	-16.65	50.1912	47.1642	b-Q	4.18	0	35.2	-45.65	-20.35	61.2744	57.6451
1703	b-Q	4.18	0	9.31	11.27	-35.28	38.4167	14.6181	b-Q	4.18	0	9.69	11.73	-36.72	39.9665	15.2148
1704	b-Q	4.18	0	19.6	11.55	7	24.1668	22.75	b-Q	4.18	0	36.4	21.45	13	44.402	42.25
1705	b-Q	4.18	0	-20.7	-40.48	-42.32	62.2541	45.4656	b-Q	4.18	0	-24.3	-47.52	-49.68	73.0357	53.3727
1706	b-Q	4.18	0	48.18	42.24	-60.06	87.9216	64.0744	b-Q	4.18	0	24.82	21.76	-30.94	45.4344	33.008
1707	b-Q	4.18	0	29.28	20.74	-33.55	49.3005	35.8813	b-Q	4.18	0	18.72	13.26	-21.45	31.6834	22.9405
1708	b-Q	4.18	0	34.76	4.4	-16.72	39.0467	35.0374	b-Q	4.18	0	44.24	5.6	-21.28	49.5868	44.593
1709	b-Q	4.18	0	48.97	42.48	1.77	64.9863	64.8276	b-Q	4.18	0	34.03	29.52	1.23	45.2599	45.0497
1710	W+	91.2	1	-7.41	-38.22	-2.73	99.1996	38.9317	W-	91.2	1	-11.59	-59.78	-4.27	109.744	60.8932
1711	b-Q	4.18	0	34.85	2.46	-41	54.0282	34.9367	b-Q	4.18	0	50.15	3.54	-59	77.6275	50.2748
1712	b-Q	4.18	0	60.48	-23.31	-28.98	71.1231	64.8166	b-Q	4.18	0	35.52	-13.69	-17.02	41.9075	38.0669
